feedback_id,visitor_id,event_id,institution_id,rating,text,sentiment,data_source
FB_00407,VIS_02319,EV_0015,INST_001,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00408,VIS_01954,EV_0196,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00409,VIS_00740,EV_0182,INST_015,1,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00410,VIS_02497,EV_0145,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00411,VIS_04220,EV_0114,INST_009,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00412,VIS_02931,EV_0166,INST_014,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00413,VIS_04500,EV_0078,INST_006,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00414,VIS_02385,EV_0057,INST_006,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00415,VIS_04838,EV_0079,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00416,VIS_00423,EV_0086,INST_007,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00417,VIS_02963,EV_0045,INST_004,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00418,VIS_02952,EV_0082,INST_007,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00419,VIS_02666,EV_0190,INST_017,2,Организацию можно было сделать лучше.,negative,synthetic
FB_00420,VIS_04988,EV_0125,INST_011,5,Интересная программа и хороший формат.,positive,synthetic
FB_00421,VIS_03825,EV_0137,INST_011,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00422,VIS_04113,EV_0175,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00423,VIS_00823,EV_0044,INST_004,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00424,VIS_03518,EV_0059,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00425,VIS_02424,EV_0151,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00426,VIS_00872,EV_0218,INST_018,5,Интересная программа и хороший формат.,positive,synthetic
FB_00427,VIS_02468,EV_0074,INST_006,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00428,VIS_01283,EV_0171,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00429,VIS_01129,EV_0123,INST_010,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00430,VIS_00448,EV_0113,INST_009,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00431,VIS_02312,EV_0159,INST_014,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00432,VIS_00303,EV_0212,INST_017,2,Организацию можно было сделать лучше.,negative,synthetic
FB_00433,VIS_01361,EV_0067,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00434,VIS_03228,EV_0067,INST_006,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00435,VIS_02153,EV_0202,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00436,VIS_04493,EV_0142,INST_012,4,Интересная программа и хороший формат.,positive,synthetic
FB_00437,VIS_04592,EV_0156,INST_014,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00438,VIS_03990,EV_0212,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00439,VIS_02374,EV_0013,INST_001,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00440,VIS_00091,EV_0087,INST_007,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00441,VIS_01297,EV_0032,INST_002,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00442,VIS_02274,EV_0133,INST_011,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00443,VIS_03276,EV_0081,INST_007,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00444,VIS_02982,EV_0218,INST_018,5,Интересная программа и хороший формат.,positive,synthetic
FB_00445,VIS_02173,EV_0166,INST_014,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00446,VIS_00774,EV_0189,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00447,VIS_04604,EV_0186,INST_016,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00448,VIS_04768,EV_0091,INST_007,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00449,VIS_01764,EV_0040,INST_003,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00450,VIS_02201,EV_0042,INST_004,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00451,VIS_02892,EV_0032,INST_002,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00452,VIS_01623,EV_0078,INST_006,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00453,VIS_02308,EV_0049,INST_005,5,Интересная программа и хороший формат.,positive,synthetic
FB_00454,VIS_01545,EV_0185,INST_016,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00455,VIS_03560,EV_0068,INST_006,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00456,VIS_04871,EV_0182,INST_015,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00457,VIS_04177,EV_0073,INST_006,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00458,VIS_03424,EV_0048,INST_004,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00459,VIS_00186,EV_0218,INST_018,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00460,VIS_04357,EV_0148,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00461,VIS_01273,EV_0187,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00462,VIS_02914,EV_0186,INST_016,5,Интересная программа и хороший формат.,positive,synthetic
FB_00463,VIS_04432,EV_0088,INST_007,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00464,VIS_02892,EV_0156,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00465,VIS_02968,EV_0068,INST_006,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00466,VIS_04048,EV_0102,INST_007,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00467,VIS_01675,EV_0209,INST_017,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00468,VIS_00451,EV_0060,INST_006,4,Интересная программа и хороший формат.,positive,synthetic
FB_00469,VIS_04771,EV_0180,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00470,VIS_03837,EV_0014,INST_001,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00471,VIS_03134,EV_0150,INST_013,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00472,VIS_01901,EV_0199,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00473,VIS_04749,EV_0197,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00474,VIS_03997,EV_0194,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00475,VIS_00807,EV_0093,INST_007,2,Организацию можно было сделать лучше.,negative,synthetic
FB_00476,VIS_01413,EV_0113,INST_009,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00477,VIS_01409,EV_0039,INST_003,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00478,VIS_01415,EV_0002,INST_001,4,Интересная программа и хороший формат.,positive,synthetic
FB_00479,VIS_01890,EV_0050,INST_005,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00480,VIS_00616,EV_0023,INST_001,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00481,VIS_01062,EV_0008,INST_001,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00482,VIS_00224,EV_0009,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00483,VIS_02550,EV_0222,INST_018,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00484,VIS_03209,EV_0219,INST_018,5,Интересная программа и хороший формат.,positive,synthetic
FB_00485,VIS_04061,EV_0148,INST_012,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00486,VIS_03750,EV_0102,INST_007,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00487,VIS_04977,EV_0079,INST_007,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00488,VIS_03085,EV_0218,INST_018,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00489,VIS_02309,EV_0203,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00490,VIS_04819,EV_0159,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00491,VIS_03988,EV_0183,INST_015,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00492,VIS_02322,EV_0161,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00493,VIS_02742,EV_0215,INST_018,5,Интересная программа и хороший формат.,positive,synthetic
FB_00494,VIS_03315,EV_0077,INST_006,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00495,VIS_01770,EV_0169,INST_014,4,Интересная программа и хороший формат.,positive,synthetic
FB_00496,VIS_00537,EV_0145,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00497,VIS_01689,EV_0113,INST_009,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00498,VIS_02461,EV_0133,INST_011,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00499,VIS_01452,EV_0182,INST_015,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00500,VIS_03487,EV_0207,INST_017,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00501,VIS_00714,EV_0088,INST_007,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00502,VIS_00963,EV_0034,INST_002,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00503,VIS_04873,EV_0098,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00504,VIS_02399,EV_0202,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00505,VIS_02810,EV_0039,INST_003,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00506,VIS_02909,EV_0182,INST_015,5,Интересная программа и хороший формат.,positive,synthetic
FB_00507,VIS_02577,EV_0202,INST_017,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00508,VIS_02033,EV_0108,INST_009,5,Интересная программа и хороший формат.,positive,synthetic
FB_00509,VIS_04437,EV_0082,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00510,VIS_03194,EV_0155,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00511,VIS_00144,EV_0010,INST_001,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00512,VIS_01249,EV_0144,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00513,VIS_02303,EV_0090,INST_007,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00514,VIS_00195,EV_0205,INST_017,4,Интересная программа и хороший формат.,positive,synthetic
FB_00515,VIS_03075,EV_0127,INST_011,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00516,VIS_00202,EV_0140,INST_012,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00517,VIS_01240,EV_0029,INST_002,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00518,VIS_03572,EV_0166,INST_014,5,Интересная программа и хороший формат.,positive,synthetic
FB_00519,VIS_04848,EV_0165,INST_014,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00520,VIS_04088,EV_0198,INST_017,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00521,VIS_03368,EV_0197,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00522,VIS_00997,EV_0096,INST_007,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00523,VIS_00804,EV_0086,INST_007,1,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00524,VIS_04561,EV_0024,INST_001,5,Интересная программа и хороший формат.,positive,synthetic
FB_00525,VIS_01939,EV_0137,INST_011,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00526,VIS_02626,EV_0041,INST_003,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00527,VIS_01899,EV_0077,INST_006,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00528,VIS_01803,EV_0151,INST_014,1,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00529,VIS_02768,EV_0147,INST_012,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00530,VIS_04302,EV_0206,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00531,VIS_04990,EV_0073,INST_006,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00532,VIS_00036,EV_0043,INST_004,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00533,VIS_04785,EV_0121,INST_010,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00534,VIS_03919,EV_0144,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00535,VIS_01650,EV_0146,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00536,VIS_02506,EV_0028,INST_002,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00537,VIS_01794,EV_0186,INST_016,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00538,VIS_04363,EV_0114,INST_009,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00539,VIS_02494,EV_0101,INST_007,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00540,VIS_03322,EV_0209,INST_017,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00541,VIS_01990,EV_0099,INST_007,4,Интересная программа и хороший формат.,positive,synthetic
FB_00542,VIS_04851,EV_0123,INST_010,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00543,VIS_03662,EV_0124,INST_011,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00544,VIS_03002,EV_0038,INST_003,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00545,VIS_04552,EV_0078,INST_006,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00546,VIS_04795,EV_0220,INST_018,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00547,VIS_01172,EV_0108,INST_009,5,Интересная программа и хороший формат.,positive,synthetic
FB_00548,VIS_03418,EV_0222,INST_018,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00549,VIS_04188,EV_0116,INST_009,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00550,VIS_03126,EV_0197,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00551,VIS_00640,EV_0056,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00552,VIS_04154,EV_0188,INST_017,4,Интересная программа и хороший формат.,positive,synthetic
FB_00553,VIS_01954,EV_0138,INST_012,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00554,VIS_02011,EV_0206,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00555,VIS_02833,EV_0063,INST_006,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00556,VIS_03935,EV_0126,INST_011,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00557,VIS_02620,EV_0010,INST_001,5,Интересная программа и хороший формат.,positive,synthetic
FB_00558,VIS_01091,EV_0078,INST_006,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00559,VIS_01470,EV_0109,INST_009,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00560,VIS_00500,EV_0055,INST_005,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00561,VIS_03337,EV_0103,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00562,VIS_01295,EV_0166,INST_014,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00563,VIS_00989,EV_0102,INST_007,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00564,VIS_01037,EV_0140,INST_012,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00565,VIS_02570,EV_0005,INST_001,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00566,VIS_04280,EV_0136,INST_011,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00567,VIS_01315,EV_0184,INST_015,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00568,VIS_01982,EV_0210,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00569,VIS_04942,EV_0140,INST_012,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00570,VIS_04122,EV_0059,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00571,VIS_04222,EV_0049,INST_005,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00572,VIS_03705,EV_0040,INST_003,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00573,VIS_01440,EV_0089,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00574,VIS_04518,EV_0028,INST_002,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00575,VIS_03301,EV_0209,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00576,VIS_00964,EV_0206,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00577,VIS_03900,EV_0202,INST_017,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00578,VIS_04472,EV_0212,INST_017,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00579,VIS_00292,EV_0065,INST_006,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00580,VIS_02377,EV_0114,INST_009,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00581,VIS_01963,EV_0088,INST_007,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00582,VIS_02981,EV_0132,INST_011,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00583,VIS_04719,EV_0169,INST_014,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00584,VIS_01363,EV_0057,INST_006,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00585,VIS_04900,EV_0015,INST_001,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00586,VIS_00287,EV_0191,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00587,VIS_04080,EV_0089,INST_007,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00588,VIS_02083,EV_0045,INST_004,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00589,VIS_01632,EV_0047,INST_004,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00590,VIS_00933,EV_0170,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00591,VIS_04648,EV_0209,INST_017,4,Интересная программа и хороший формат.,positive,synthetic
FB_00592,VIS_02465,EV_0197,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00593,VIS_02796,EV_0187,INST_017,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00594,VIS_00774,EV_0157,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00595,VIS_03609,EV_0072,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00596,VIS_02171,EV_0052,INST_005,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00597,VIS_03930,EV_0148,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00598,VIS_03470,EV_0161,INST_014,5,Интересная программа и хороший формат.,positive,synthetic
FB_00599,VIS_03623,EV_0197,INST_017,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00600,VIS_00616,EV_0048,INST_004,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00601,VIS_01192,EV_0095,INST_007,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00602,VIS_04478,EV_0121,INST_010,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00603,VIS_02907,EV_0152,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00604,VIS_00771,EV_0140,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00605,VIS_00422,EV_0078,INST_006,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00606,VIS_02182,EV_0002,INST_001,1,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00607,VIS_00895,EV_0223,INST_018,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00608,VIS_02313,EV_0183,INST_015,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00609,VIS_00849,EV_0006,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00610,VIS_01353,EV_0220,INST_018,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00611,VIS_04759,EV_0144,INST_012,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00612,VIS_03937,EV_0066,INST_006,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00613,VIS_04636,EV_0024,INST_001,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00614,VIS_03940,EV_0147,INST_012,5,Интересная программа и хороший формат.,positive,synthetic
FB_00615,VIS_03607,EV_0142,INST_012,4,Интересная программа и хороший формат.,positive,synthetic
FB_00616,VIS_02398,EV_0005,INST_001,1,Организацию можно было сделать лучше.,negative,synthetic
FB_00617,VIS_02718,EV_0128,INST_011,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00618,VIS_02339,EV_0158,INST_014,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00619,VIS_02160,EV_0026,INST_002,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00620,VIS_02236,EV_0003,INST_001,4,Интересная программа и хороший формат.,positive,synthetic
FB_00621,VIS_04522,EV_0070,INST_006,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00622,VIS_00060,EV_0024,INST_001,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00623,VIS_04544,EV_0130,INST_011,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00624,VIS_01688,EV_0030,INST_002,1,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00625,VIS_02130,EV_0141,INST_012,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00626,VIS_00168,EV_0088,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00627,VIS_03725,EV_0219,INST_018,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00628,VIS_02891,EV_0021,INST_001,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00629,VIS_04511,EV_0111,INST_009,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00630,VIS_04357,EV_0139,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00631,VIS_04339,EV_0030,INST_002,1,Организацию можно было сделать лучше.,negative,synthetic
FB_00632,VIS_04430,EV_0018,INST_001,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00633,VIS_01306,EV_0174,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00634,VIS_01140,EV_0038,INST_003,5,Интересная программа и хороший формат.,positive,synthetic
FB_00635,VIS_04138,EV_0157,INST_014,5,Интересная программа и хороший формат.,positive,synthetic
FB_00636,VIS_03800,EV_0078,INST_006,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00637,VIS_01525,EV_0200,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00638,VIS_02690,EV_0003,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00639,VIS_00191,EV_0019,INST_001,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00640,VIS_02497,EV_0143,INST_012,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00641,VIS_00337,EV_0097,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00642,VIS_00168,EV_0062,INST_006,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00643,VIS_04297,EV_0162,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00644,VIS_00007,EV_0131,INST_011,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00645,VIS_00291,EV_0212,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00646,VIS_03207,EV_0029,INST_002,4,Интересная программа и хороший формат.,positive,synthetic
FB_00647,VIS_04797,EV_0214,INST_017,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00648,VIS_03274,EV_0205,INST_017,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00649,VIS_01306,EV_0011,INST_001,1,Организацию можно было сделать лучше.,negative,synthetic
FB_00650,VIS_02507,EV_0101,INST_007,4,Интересная программа и хороший формат.,positive,synthetic
FB_00651,VIS_04941,EV_0113,INST_009,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00652,VIS_03030,EV_0046,INST_004,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00653,VIS_01999,EV_0008,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00654,VIS_02414,EV_0163,INST_014,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00655,VIS_03847,EV_0091,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00656,VIS_01107,EV_0034,INST_002,5,Интересная программа и хороший формат.,positive,synthetic
FB_00657,VIS_04992,EV_0019,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00658,VIS_04167,EV_0097,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00659,VIS_00614,EV_0205,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00660,VIS_03920,EV_0202,INST_017,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00661,VIS_03058,EV_0223,INST_018,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00662,VIS_01629,EV_0168,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
